source,target,weight
Hertie Institute for Clinical Brain Research,Dr. John T. Macdonald Foundation,28.0
Hertie Institute for Clinical Brain Research,University of Miami,8.0
Hertie Institute for Clinical Brain Research,National Hospital for Neurology and Neurosurgery,8.0
Hertie Institute for Clinical Brain Research,Centre for Genomic Regulation,4.0
Hertie Institute for Clinical Brain Research,Montreal Neurological Institute and Hospital,12.0
Hertie Institute for Clinical Brain Research,University of Antwerp,4.0
Hertie Institute for Clinical Brain Research,Antwerp University Hospital,4.0
Tamil Nadu Dr. M.G.R. Medical University,Goverment Siddha Medical College,8.0
Universidade do Estado de Minas Gerais,Universidade Federal da Paraíba,6.0
Universidade do Estado de Minas Gerais,Centro Universitário Maurício de Nassau,2.0
Universidade do Estado de Minas Gerais,Universidade Tecnológica Federal do Paraná,10.0
Universidade do Estado de Minas Gerais,Universidade Federal do Paraná,2.0
Universidade do Estado de Minas Gerais,Universidade Federal do ABC,2.0
Universidade do Estado de Minas Gerais,Universidade Federal de Lavras,2.0
Universidade do Estado de Minas Gerais,Universidade de São Paulo,2.0
North-Western State Medical University named after I.I. Mechnikov,State Research Institute of Highly Pure Biopreparations,8.0
North-Western State Medical University named after I.I. Mechnikov,S. M. Kirov Military Medical Academy,8.0
North-Western State Medical University named after I.I. Mechnikov,Federal Scientific Center for the Rehabilitation of the Disabled by G.A. Albrecht of the Ministry of Labor and Social Protection of the Russian Federation,4.0
North-Western State Medical University named after I.I. Mechnikov,St Petersburg University,4.0
North-Western State Medical University named after I.I. Mechnikov,First Pavlov State Medical University of St. Petersburg,8.0
North-Western State Medical University named after I.I. Mechnikov,Altai State Medical University,6.0
North-Western State Medical University named after I.I. Mechnikov,Russian Medical Academy of Continuous Professional Education,2.0
North-Western State Medical University named after I.I. Mechnikov,Institute of Cytology and Genetics,2.0
North-Western State Medical University named after I.I. Mechnikov,City Clinical Hospital,4.0
North-Western State Medical University named after I.I. Mechnikov,Belarusian Medical Academy of Post-Graduate Education,2.0
North-Western State Medical University named after I.I. Mechnikov,Belarusian State Medical University,2.0
North-Western State Medical University named after I.I. Mechnikov,Rostov State Medical University,2.0
North-Western State Medical University named after I.I. Mechnikov,Nizhny Novgorod Regional Clinical Hospital named after Semashko,2.0
North-Western State Medical University named after I.I. Mechnikov,Kemerovo State Medical Academy,2.0
North-Western State Medical University named after I.I. Mechnikov,"Regional Public Health Care Institution ""City Hospital No. 5, Barnaul""",2.0
North-Western State Medical University named after I.I. Mechnikov,Perm Regional Oncology Center,2.0
North-Western State Medical University named after I.I. Mechnikov,Budgetary Healthcare Institution of Omsk Region Regional Clinical Hospital,2.0
North-Western State Medical University named after I.I. Mechnikov,Regional Clinical Hospital No 4,2.0
North-Western State Medical University named after I.I. Mechnikov,Ulyanovsk Regional Clinical Hospital,2.0
North-Western State Medical University named after I.I. Mechnikov,BIOCAD (Russia),14.0
North-Western State Medical University named after I.I. Mechnikov,Sechenov University,2.0
Département d'Informatique,Zhengzhou University,2.0
Département d'Informatique,École Nationale Supérieure d'Ingénieurs de Caen,2.0
Département d'Informatique,Operation PAR,2.0
Département d'Informatique,Laboratoire d’Informatique Fondamentale de Marseille,4.0
Département d'Informatique,Université Clermont Auvergne,2.0
Département d'Informatique,Centre de Mathématiques Appliquées,4.0
Azienda USL di Bologna,Istituti di Ricovero e Cura a Carattere Scientifico,10.0
Azienda USL di Bologna,"National Agency for New Technologies, Energy and Sustainable Economic Development",6.0
Azienda USL di Bologna,Istituto Superiore di Sanità,4.0
Azienda USL di Bologna,San Salvatore Hospital,4.0
Azienda USL di Bologna,University of Cagliari,4.0
Azienda USL di Bologna,University of Siena,2.0
Azienda USL di Bologna,Università Cattolica del Sacro Cuore,6.0
Azienda USL di Bologna,University of Florence,2.0
Azienda USL di Bologna,University of Catania,2.0
Azienda USL di Bologna,University of Chieti-Pescara,2.0
Azienda USL di Bologna,University of Naples Federico II,2.0
Azienda USL di Bologna,University of Brescia,2.0
Azienda USL di Bologna,University of Rome Tor Vergata,2.0
Azienda USL di Bologna,University of Trieste,2.0
Azienda USL di Bologna,"University of Campania ""Luigi Vanvitelli""",2.0
Azienda USL di Bologna,Vita-Salute San Raffaele University,8.0
Azienda USL di Bologna,University of L'Aquila,2.0
Azienda USL di Bologna,University of Amsterdam,4.0
Azienda USL di Bologna,University of Padua,2.0
Azienda USL di Bologna,University Hospital Southampton NHS Foundation Trust,4.0
Azienda USL di Bologna,Queen Elizabeth Hospital Birmingham,2.0
Azienda USL di Bologna,Oslo University Hospital,2.0
Azienda USL di Bologna,University of Verona,2.0
Azienda USL di Bologna,Princess Margaret Cancer Centre,2.0
Azienda USL di Bologna,Queen Mary University of London,2.0
Azienda USL di Bologna,Fundación Instituto Valenciano de Oncología,2.0
Azienda USL di Bologna,Samsung Medical Center,2.0
Azienda USL di Bologna,Centre Hospitalier Universitaire de Besançon,2.0
Azienda USL di Bologna,Hospital Universitario Virgen del Rocío,2.0
Azienda USL di Bologna,Karolinska University Hospital,2.0
Azienda USL di Bologna,Yamagata University,2.0
Azienda USL di Bologna,Virginia Cancer Institute,2.0
Azienda USL di Bologna,Cleveland Clinic,2.0
Azienda USL di Bologna,Yale Cancer Center,2.0
Azienda USL di Bologna,Beth Israel Deaconess Medical Center,2.0
Azienda USL di Bologna,Pfizer (United States),4.0
Azienda USL di Bologna,Pfizer (Italy),2.0
Azienda USL di Bologna,Fred Hutch Cancer Center,2.0
Azienda USL di Bologna,Cornell University,2.0
Azienda USL di Bologna,Inserm,2.0
Azienda USL di Bologna,King's College Hospital,6.0
Azienda USL di Bologna,University of Bologna,28.0
Eastern and Southern African Management Institute,Makerere University,6.0
Instituto Evandro Chagas,Fundação Oswaldo Cruz,10.0
Instituto Evandro Chagas,Universidade Federal do Pará,16.0
Instituto Evandro Chagas,Museu Paraense Emílio Goeldi,2.0
Instituto Evandro Chagas,Centers for Disease Control and Prevention,2.0
Instituto Evandro Chagas,Escola Nacional de Saúde Pública,8.0
Instituto Evandro Chagas,Universidade Federal do Estado do Rio de Janeiro,8.0
Center for Research in Molecular Medicine and Chronic Diseases,Institut d'Investigació Biomédica de Bellvitge,12.0
Center for Research in Molecular Medicine and Chronic Diseases,Bellvitge University Hospital,12.0
Center for Research in Molecular Medicine and Chronic Diseases,Sant Joan de Déu Research Foundation,4.0
Center for Research in Molecular Medicine and Chronic Diseases,Sungkyunkwan University,8.0
Center for Research in Molecular Medicine and Chronic Diseases,University of Padua,2.0
Center for Research in Molecular Medicine and Chronic Diseases,University of Pisa,2.0
Center for Research in Molecular Medicine and Chronic Diseases,Association of Electronic and Information Technologies,2.0
Center for Research in Molecular Medicine and Chronic Diseases,Universidad de Granada,4.0
Łukasiewicz Research Network - Institute of Non-Ferrous Metals,Colorado School of Mines,4.0
Casper College,University of Alaska Fairbanks,36.0
Casper College,McMaster University,8.0
Casper College,Consejo Nacional de Investigaciones Científicas y Técnicas,8.0
Casper College,University of British Columbia,24.0
Casper College,University of Miami,8.0
Casper College,University of Tasmania,4.0
Casper College,University of Johannesburg,4.0
Casper College,European Bioinformatics Institute,4.0
Casper College,University of Wisconsin–Madison,8.0
Casper College,Bernardino Rivadavia Natural Sciences Museum,8.0
Casper College,Houston Museum of Natural Science,4.0
Donetsk Institute for Physics and Engineering named after O.O. Galkin,Siberian State Aerospace University,12.0
Saint Martin's University,Indiana University Bloomington,2.0
Saint Martin's University,Purdue University Fort Wayne,2.0
Saint Martin's University,Fairmont State University,2.0
Saint Martin's University,Walla Walla University,2.0
Russian Railways,Memorial Sloan Kettering Cancer Center,2.0
Russian Railways,Humanity & Health,2.0
Russian Railways,Kindai University,2.0
Russian Railways,Chinese University of Hong Kong,2.0
Russian Railways,UCSF Helen Diller Family Comprehensive Cancer Center,2.0
Russian Railways,Kyorin University,2.0
Russian Railways,Khon Kaen University,2.0
Russian Railways,University of Ulsan,2.0
Russian Railways,National Hospital of Pediatrics,2.0
Russian Railways,Ludwig-Maximilians-Universität München,2.0
Russian Railways,Humanitas University,2.0
Russian Railways,Russian Cancer Research Center NN Blokhin,2.0
Russian Railways,Hôpital Robert-Debré,2.0
Russian Railways,University of Calgary,2.0
Russian Railways,Mayo Clinic in Florida,2.0
Russian Railways,Sri Venkateshwaraa Medical College Hospital and Research Centre,2.0
Russian Railways,National Cancer Institute,2.0
Russian Railways,Queen Mary Hospital,2.0
Russian Railways,Hospital de Clínicas de Porto Alegre,2.0
Russian Railways,Universidad de Oviedo,2.0
Russian Railways,National Taiwan University Hospital,2.0
Russian Railways,81th Hospital of PLA,2.0
Russian Railways,Johannes Gutenberg University Mainz,2.0
Russian Railways,AstraZeneca (Japan),12.0
Russian Railways,Clinica Universidad de Navarra,2.0
University of Alabama at Birmingham,University of Minnesota,16.0
University of Alabama at Birmingham,Minnesota Department of Health,6.0
University of Alabama at Birmingham,University of Washington,10.0
University of Alabama at Birmingham,University of Pennsylvania,8.0
University of Alabama at Birmingham,Baylor College of Medicine,4.0
University of Alabama at Birmingham,Greenwood Genetic Center,18.0
University of Alabama at Birmingham,University College London,2.0
University of Alabama at Birmingham,John F. Kennedy Center for the Performing Arts,4.0
University of Alabama at Birmingham,Vanderbilt University Medical Center,2.0
University of Alabama at Birmingham,Rush University Medical Center,12.0
University of Alabama at Birmingham,Binzhou University,10.0
University of Alabama at Birmingham,Binzhou Medical University,2.0
University of Alabama at Birmingham,Case Western Reserve University,2.0
University of Alabama at Birmingham,East Carolina University,14.0
University of Alabama at Birmingham,George Mason University,8.0
University of Alabama at Birmingham,University of Florida,42.0
University of Alabama at Birmingham,College Track,16.0
University of Alabama at Birmingham,University of Mississippi,2.0
University of Alabama at Birmingham,Texas A&M University – Corpus Christi,2.0
University of Alabama at Birmingham,Medical University of Vienna,10.0
University of Alabama at Birmingham,University of Illinois Urbana-Champaign,90.0
University of Alabama at Birmingham,Auburn University,12.0
University of Alabama at Birmingham,National and Kapodistrian University of Athens,24.0
University of Alabama at Birmingham,Biomedical Research Foundation of the Academy of Athens,18.0
University of Alabama at Birmingham,Panduit (United States),2.0
University of Alabama at Birmingham,Purdue University West Lafayette,2.0
University of Alabama at Birmingham,Northern Arizona University,2.0
University of Alabama at Birmingham,Jacobs (United States),4.0
University of Alabama at Birmingham,University of Hawaiʻi at Mānoa,2.0
University of Alabama at Birmingham,University of Miami,16.0
University of Alabama at Birmingham,Madhya Pradesh Bhoj Open University,2.0
University of Alabama at Birmingham,Shiv Nadar University,2.0
University of Alabama at Birmingham,Sylvester Comprehensive Cancer Center,2.0
University of Alabama at Birmingham,Fraunhofer Institute for Systems and Innovation Research,2.0
University of Alabama at Birmingham,University of Pittsburgh,12.0
University of Alabama at Birmingham,Goethe University Frankfurt,4.0
University of Alabama at Birmingham,The Cystic Fibrosis Institute,2.0
University of Alabama at Birmingham,University of North Carolina at Chapel Hill,20.0
University of Alabama at Birmingham,Cornell University,12.0
University of Alabama at Birmingham,University of North Carolina Health Care,8.0
University of Alabama at Birmingham,University of Michigan–Ann Arbor,4.0
University of Alabama at Birmingham,University of Colorado Anschutz Medical Campus,4.0
University of Alabama at Birmingham,Geriatric Research Education and Clinical Center,2.0
University of Alabama at Birmingham,Icahn School of Medicine at Mount Sinai,2.0
University of Alabama at Birmingham,Duke University,14.0
University of Alabama at Birmingham,University of Kentucky,2.0
University of Alabama at Birmingham,General Department of Preventive Medicine,2.0
University of Alabama at Birmingham,Emory University,6.0
University of Alabama at Birmingham,New York State Department of Health,2.0
University of Alabama at Birmingham,Johns Hopkins University,12.0
University of Alabama at Birmingham,Virginia Commonwealth University,2.0
University of Alabama at Birmingham,Sage Bionetworks,2.0
University of Alabama at Birmingham,Geisinger Health System,24.0
University of Alabama at Birmingham,New York University,30.0
University of Alabama at Birmingham,Drexel University,24.0
University of Alabama at Birmingham,University of Mississippi Medical Center,6.0
University of Alabama at Birmingham,Centers for Disease Control and Prevention,6.0
University of Alabama at Birmingham,Columbia University Irving Medical Center,8.0
University of Alabama at Birmingham,Northwestern University,2.0
University of Alabama at Birmingham,National Jewish Health,2.0
University of Alabama at Birmingham,Texas Biomedical Research Institute,2.0
University of Alabama at Birmingham,University of Vermont,6.0
University of Alabama at Birmingham,"University of California, San Francisco",4.0
University of Alabama at Birmingham,Albert Einstein College of Medicine,2.0
University of Alabama at Birmingham,University of Colorado Denver,6.0
University of Alabama at Birmingham,Mayo Clinic in Arizona,2.0
University of Alabama at Birmingham,Boston Children's Hospital,2.0
University of Alabama at Birmingham,Boston University,4.0
University of Alabama at Birmingham,Children's National,48.0
University of Alabama at Birmingham,Boys Town National Research Hospital,24.0
University of Alabama at Birmingham,Africa Health Research Institute,6.0
University of Alabama at Birmingham,Harvard University,4.0
University of Alabama at Birmingham,Massachusetts General Hospital,4.0
University of Alabama at Birmingham,University of Lincoln,2.0
University of Alabama at Birmingham,University of Alberta,16.0
University of Alabama at Birmingham,"University of California, San Diego",8.0
University of Alabama at Birmingham,Jacksonville State University,10.0
University of Alabama at Birmingham,United States Naval Research Laboratory,12.0
University of Alabama at Birmingham,The University of Texas Southwestern Medical Center,2.0
University of Alabama at Birmingham,Stanford University,2.0
University of Alabama at Birmingham,C. S. Mott Children's Hospital,2.0
University of Alabama at Birmingham,Arkansas Children's Hospital,2.0
University of Alabama at Birmingham,University of Iowa,2.0
University of Alabama at Birmingham,Nationwide Children's Hospital,2.0
University of Alabama at Birmingham,Children's of Alabama,2.0
University of Alabama at Birmingham,Medical University of South Carolina,2.0
Public Health Agency,Queen's University Belfast,6.0
Public Health Agency,University of Southern Denmark,2.0
Public Health Agency,United Kingdom Clinical Research Collaboration,2.0
University of Social Welfare and Rehabilitation Sciences,Karolinska Institutet,2.0
University of Social Welfare and Rehabilitation Sciences,Iran University of Medical Sciences,12.0
University of Social Welfare and Rehabilitation Sciences,Lorestan University of Medical Sciences,16.0
University of Social Welfare and Rehabilitation Sciences,Shahid Beheshti University of Medical Sciences,6.0
University of Social Welfare and Rehabilitation Sciences,Islamic Azad University Medical Branch of Tehran,6.0
University of Social Welfare and Rehabilitation Sciences,Sarem Cell Research Center,6.0
University of Social Welfare and Rehabilitation Sciences,Kermanshah University of Medical Sciences,4.0
University of Social Welfare and Rehabilitation Sciences,Tehran University of Medical Sciences,4.0
University of Social Welfare and Rehabilitation Sciences,Ministry of Health and Medical Education,2.0
Toyo Institute of Food Technology,National Institute of Health Sciences,12.0
Algarve Biomedical Center,University of Algarve,4.0
Soka Municipal Hospital,Chikamori Hospital,4.0
Universidad Cooperativa de Colombia,Pontificia Universidad Javeriana,14.0
Universidad Cooperativa de Colombia,University of Geneva,6.0
Universidad Cooperativa de Colombia,Hospital Universitario San Ignacio,2.0
Universidad Cooperativa de Colombia,Universidad de Antioquia,4.0
Universidad Cooperativa de Colombia,Universidade de São Paulo,2.0
Universidad Cooperativa de Colombia,Universidad Tecnológica Ecotec,2.0
Universidad Cooperativa de Colombia,Universidad Nacional Abierta y a Distancia,2.0
Universidad Cooperativa de Colombia,University of Cartagena,2.0
Hospital of the Brothers of St. John of God,Klinikum Klagenfurt,6.0
Hospital of the Brothers of St. John of God,Medical University of Graz,2.0
Hartwig Medical Foundation,Leiden University Medical Center,14.0
Donostia Unibertsitate Ospitalea,Biogipuzkoa Health Research Institute,2.0
China University of Geosciences (Beijing),Hengyang Normal University,8.0
China University of Geosciences (Beijing),University of Illinois Urbana-Champaign,12.0
China University of Geosciences (Beijing),Chinese Academy of Geological Sciences,16.0
China University of Geosciences (Beijing),Guangzhou Institute of Geochemistry,12.0
China University of Geosciences (Beijing),China Institute of Water Resources and Hydropower Research,12.0
China University of Geosciences (Beijing),University of Kansas,12.0
China University of Geosciences (Beijing),"University of Nevada, Las Vegas",12.0
China University of Geosciences (Beijing),Miami University,8.0
China University of Geosciences (Beijing),Sinopec (China),8.0
China University of Geosciences (Beijing),Institute of Geographic Sciences and Natural Resources Research,6.0
China University of Geosciences (Beijing),China Geological Survey,26.0
China University of Geosciences (Beijing),State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,6.0
China University of Geosciences (Beijing),Wuhan University,2.0
China University of Geosciences (Beijing),Beijing University of Posts and Telecommunications,2.0
China University of Geosciences (Beijing),University of Calgary,2.0
China University of Geosciences (Beijing),University of Edinburgh,2.0
China University of Geosciences (Beijing),Beijing University of Technology,2.0
China University of Geosciences (Beijing),Institute of Geology and Geophysics,8.0
China University of Geosciences (Beijing),China University of Geosciences,8.0
China University of Geosciences (Beijing),University of Tennessee at Knoxville,8.0
China University of Geosciences (Beijing),University of Adelaide,6.0
China University of Geosciences (Beijing),Xi'an Jiaotong University,4.0
China University of Geosciences (Beijing),Norwegian University of Science and Technology,4.0
China University of Geosciences (Beijing),Peking University,20.0
China University of Geosciences (Beijing),China Electronics Technology Group Corporation,4.0
China University of Geosciences (Beijing),"China University of Petroleum, Beijing",12.0
China University of Geosciences (Beijing),University of Science and Technology Beijing,2.0
China University of Geosciences (Beijing),China National Offshore Oil Corporation (China),4.0
China University of Geosciences (Beijing),China National Petroleum Corporation (China),2.0
China University of Geosciences (Beijing),Chongqing University of Science and Technology,2.0
China University of Geosciences (Beijing),University of Chinese Academy of Sciences,6.0
China University of Geosciences (Beijing),Institute of Geochemistry,4.0
China University of Geosciences (Beijing),Hefei University,2.0
China University of Geosciences (Beijing),Institute of Earth Environment,2.0
China University of Geosciences (Beijing),University of Münster,16.0
China University of Geosciences (Beijing),Ministry of Education of the People's Republic of China,24.0
China University of Geosciences (Beijing),Ministry of Ecology and Environment,16.0
China University of Geosciences (Beijing),Bureau of Geology and Mineral Exploration and Development of Guizhou Province,16.0
China University of Geosciences (Beijing),Beijing Jiaotong University,2.0
China University of Geosciences (Beijing),Peng Cheng Laboratory,2.0
China University of Geosciences (Beijing),Semiconductor Manufacturing International (China),10.0
China University of Geosciences (Beijing),Guizhou Electric Power Design and Research Institute,8.0
York Archaeological Trust,UCLouvain,8.0
York Archaeological Trust,UiT The Arctic University of Norway,8.0
York Archaeological Trust,University of Padua,8.0
York Archaeological Trust,University of Salzburg,8.0
York Archaeological Trust,ETH Zurich,4.0
Hospital General San Jorge,Hospital Universitario Puerta de Hierro Majadahonda,6.0
Hospital General San Jorge,Hospital Universitario La Paz,2.0
Hospital General San Jorge,Universidad Complutense de Madrid,2.0
University of San Carlos of Guatemala,"Écologie, Systématique et Évolution",4.0
University of San Carlos of Guatemala,AgroParisTech,2.0
University of San Carlos of Guatemala,North Carolina State University,2.0
Indiana University Bloomington,University of Arkansas at Fayetteville,2.0
Indiana University Bloomington,University of Georgia,4.0
Indiana University Bloomington,Southern Utah University,2.0
Indiana University Bloomington,National Chung Cheng University,2.0
Indiana University Bloomington,University of Exeter,2.0
Indiana University Bloomington,Iowa State University,14.0
Indiana University Bloomington,Saint Martin's University,2.0
Indiana University Bloomington,Purdue University Fort Wayne,2.0
Indiana University Bloomington,Fairmont State University,2.0
Indiana University Bloomington,Walla Walla University,2.0
Indiana University Bloomington,Purdue University West Lafayette,20.0
Indiana University Bloomington,Janssen (United States),6.0
Indiana University Bloomington,"University of California, Los Angeles",12.0
Indiana University Bloomington,Wageningen University & Research,24.0
Indiana University Bloomington,North Carolina State University,2.0
Indiana University Bloomington,Appalachian State University,2.0
Indiana University Bloomington,Shanxi Medical University,6.0
Indiana University Bloomington,The University of Texas at Austin,6.0
Indiana University Bloomington,University of Washington,2.0
Indiana University Bloomington,Yonsei University,4.0
Indiana University Bloomington,Gyeongju University,2.0
Indiana University Bloomington,Tsinghua University,4.0
Indiana University Bloomington,Sun Yat-sen University,4.0
Indiana University Bloomington,Fudan University,2.0
Indiana University Bloomington,University of New Mexico,2.0
Indiana University Bloomington,University of Hong Kong,2.0
Indiana University Bloomington,Hohai University,2.0
Indiana University Bloomington,Wuhan University,4.0
Indiana University Bloomington,Shanghai Library,2.0
Indiana University Bloomington,IDEA Public Schools,2.0
Indiana University Bloomington,Nanjing University,2.0
Indiana University Bloomington,Peking University,2.0
Indiana University Bloomington,Mayo Clinic,52.0
Indiana University Bloomington,Mayo Clinic in Florida,10.0
Indiana University Bloomington,Mayo Clinic in Arizona,8.0
Indiana University Bloomington,Johns Hopkins Medicine,8.0
Indiana University Bloomington,Washington University in St. Louis,2.0
Indiana University Bloomington,Jacksonville College,6.0
Indiana University Bloomington,Johns Hopkins University,2.0
Indiana University Bloomington,Michigan State University,2.0
Indiana University Bloomington,Duke University,2.0
Indiana University Bloomington,New York Blood Center,2.0
Indiana University Bloomington,Vitalant,4.0
Indiana University Bloomington,American Red Cross,2.0
Indiana University Bloomington,Center for Biologics Evaluation and Research,4.0
Indiana University Bloomington,Bloodworks Northwest,2.0
Indiana University Bloomington,Community Impact,2.0
Indiana University Bloomington,Albert Einstein College of Medicine,2.0
Indiana University Bloomington,Arizona State University,4.0
Indiana University Bloomington,Cleveland Clinic,4.0
Indiana University Bloomington,Case Western Reserve University,2.0
Indiana University Bloomington,"University of Nevada, Las Vegas",2.0
Indiana University Bloomington,Tel Aviv University,12.0
Indiana University Bloomington,University of Iowa,4.0
Indiana University Bloomington,Indiana University,24.0
Indiana University Bloomington,Miami-Dade Public Library System,24.0
Indiana University Bloomington,Vector (United States),12.0
Indiana University Bloomington,Maricopa County Department of Public Health,24.0
Indiana University Bloomington,Lawrence Berkeley National Laboratory,6.0
Indiana University Bloomington,Cincinnati Children's Hospital Medical Center,18.0
Indiana University Bloomington,Morton Arboretum,12.0
Indiana University Bloomington,University of Minnesota,4.0
Indiana University Bloomington,Yale University,4.0
Indiana University Bloomington,California Institute of Technology,4.0
Indiana University Bloomington,Florida State University,8.0
Indiana University Bloomington,Auburn University,6.0
Indiana University Bloomington,San Francisco State University,4.0
Indiana University Bloomington,University of Colorado Anschutz Medical Campus,2.0
Indiana University Bloomington,Armstrong Atlantic State University,2.0
Meisei University,The University of Tokyo,6.0
Meisei University,National Institute of Advanced Industrial Science and Technology,8.0
Meisei University,Kwansei Gakuin University,2.0
Meisei University,Senshu University,2.0
National Institute of Technology Akita College,Aichi University of Technology,6.0
"College of Applied Sciences, Nizwa",JECRC University,4.0
"College of Applied Sciences, Nizwa",Sejong University,2.0
"College of Applied Sciences, Nizwa",University of Ulsan,2.0
"College of Applied Sciences, Nizwa",Xuzhou University of Technology,4.0
"College of Applied Sciences, Nizwa",Shandong University,8.0
"College of Applied Sciences, Nizwa",Dhofar University,4.0
"College of Applied Sciences, Nizwa",Universiti Teknologi MARA,4.0
Ospedale del Ceppo,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,2.0
Ospedale del Ceppo,Policlinico di Modena,2.0
Ospedale del Ceppo,Ospedale Sant'Anna,2.0
Ospedale del Ceppo,Ospedale San Paolo,2.0
Ospedale del Ceppo,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,2.0
Ospedale del Ceppo,Ospedale di Rivoli,2.0
Ospedale del Ceppo,Foundation Center,2.0
Ospedale del Ceppo,Metropolitana Milanese (Italy),2.0
Ospedale del Ceppo,Ospedali Riuniti San Giovanni di Dio e Ruggi d'Aragona,2.0
Ospedale del Ceppo,Ospedale A. Perrino,2.0
Ospedale del Ceppo,IRCCS Ospedale San Raffaele,2.0
Ospedale del Ceppo,Città di Castello Hospital,2.0
Ospedale del Ceppo,Ospedale di Santo Spirito,2.0
Ospedale del Ceppo,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,2.0
Ospedale del Ceppo,Azienda Ospedaliero Universitaria Ospedali Riuniti,2.0
Ospedale del Ceppo,Azienda Ospedaliero Universitaria di Sassari,2.0
Ospedale del Ceppo,Ospedale Sandro Pertini,2.0
Ospedale del Ceppo,Azienda Ospedaliera San Giovanni Addolorata,2.0
Ospedale del Ceppo,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,2.0
Ospedale del Ceppo,University of Chieti-Pescara,2.0
Ospedale del Ceppo,Ospedale San Giovanni Bosco,2.0
Ospedale del Ceppo,Ospedale Policlinico San Martino,2.0
African Studies Centre,Institute for Development and Economic Analysis,2.0
Zhongda Hospital Southeast University,Southeast University,56.0
Zhongda Hospital Southeast University,Jiangyin People's Hospital,2.0
Zhongda Hospital Southeast University,First Affiliated Hospital of Zhengzhou University,16.0
Zhongda Hospital Southeast University,Nanjing University,8.0
Zhongda Hospital Southeast University,Punan Hospital,12.0
Zhongda Hospital Southeast University,Shanghai Sixth People's Hospital,24.0
Zhongda Hospital Southeast University,Shanghai Jiao Tong University,6.0
Zhongda Hospital Southeast University,University of Adelaide,16.0
Zhongda Hospital Southeast University,Chongqing Medical University,2.0
Zhongda Hospital Southeast University,Suzhou Institute of Biomedical Engineering and Technology,20.0
Zhongda Hospital Southeast University,Chinese Academy of Sciences,10.0
Zhongda Hospital Southeast University,Changshu No.1 People's Hospital,10.0
Zhongda Hospital Southeast University,Jiangsu University,10.0
Zhongda Hospital Southeast University,Masteel (China),10.0
Friends United,University of Michigan–Ann Arbor,8.0
Friends United,Connect,2.0
Friends United,Michigan Health Council,2.0
Friends United,Arab Community Center for Economic and Social Services,2.0
Shaanxi University of Science and Technology,Xi'an Jiaotong University,8.0
Shaanxi University of Science and Technology,Qufu Normal University,6.0
Shaanxi University of Science and Technology,Queen's University Belfast,6.0
Shaanxi University of Science and Technology,Zhejiang University of Technology,6.0
Shaanxi University of Science and Technology,Lanzhou University,6.0
Shaanxi University of Science and Technology,Qilu University of Technology,18.0
Shaanxi University of Science and Technology,Northwest University,10.0
