source,target,weight
Dermatology and Allergy,"Plastic, Hand and Aesthetic Surgery",2.0
Health AI,Genetics,2.0
Health AI,Biomedical Informatics,2.0
"Pharmacology, Addiction Science, Toxicology",Ophthalmology,14.0
"Pharmacology, Addiction Science, Toxicology",Informatics,2.0
"Pharmacology, Addiction Science, Toxicology",Eye Institute,2.0
"Pharmacology, Addiction Science, Toxicology",Biophysics,2.0
"Pharmacology, Addiction Science, Toxicology",Ophthalmology and Visual Sciences,4.0
"Pharmacology, Addiction Science, Toxicology",Precision Health,2.0
Aerospace Science and Innovation,Electrical Engineering,12.0
Aerospace Science and Innovation,Artificial Intelligence,12.0
BioResource Research,Neuroscience,6.0
BioResource Research,Information R&D and Strategy,6.0
BioResource Research,Life Science,12.0
BioResource Research,Science,6.0
Oncological Sciences,"Gynecology and Obstetrics, Cancer Biology",32.0
Oncological Sciences,Bioinformatics and Systems Biology,22.0
Oncological Sciences,Artificial Intelligence Biomedicine,4.0
Oncological Sciences,Obstetrics and Gynecology,12.0
Oncological Sciences,Gynecology Oncology,16.0
Oncological Sciences,Gynecology,6.0
Oncological Sciences,Translational Research for Cancer Metastasis and Individualized Treatment,12.0
Oncological Sciences,Gynecologic Oncology,6.0
Oncological Sciences,Cancer Institute,4.0
Structures for Engineering and Architecture,Electronic Systems,12.0
Structures for Engineering and Architecture,Informatics,24.0
Structures for Engineering and Architecture,Advanced Computing Systems,12.0
Structures for Engineering and Architecture,Information Technology in Management,12.0
Mechanical and Mechatronics Engineering,Mechatronic Engineering,6.0
Mechanical and Mechatronics Engineering,Oil and Gas Equipment Technology,2.0
Mechanical and Mechatronics Engineering,Building Materials,2.0
Mechanical and Mechatronics Engineering,Mechanical and Vehicle Engineering,28.0
Mechanical and Mechatronics Engineering,Artificial Intelligence,12.0
Mechanical and Mechatronics Engineering,Mechanical and Process Engineering,2.0
Mechanical and Mechatronics Engineering,Automatic Drive Lab,2.0
Mechanical and Mechatronics Engineering,Computer Science,2.0
Mechanical and Mechatronics Engineering,Innovation Engineering,2.0
Mechanical and Mechatronics Engineering,Information and Electronics,2.0
Mechanical and Mechatronics Engineering,Management and Control of Complex Systems,4.0
STEM Education,Education,4.0
STEM Education,Computing,12.0
STEM Education,Science Education,2.0
STEM Education,Instructional and School Development,8.0
Financial Research,Sustainable Finance,2.0
Financial Research,Business,6.0
Financial Research,Finance,2.0
Financial Research,Management and Economics,2.0
Financial Research,Economics and Business Administration,4.0
Financial Research,Economic Studies,4.0
Financial Research,Economic Policy,4.0
Financial Research,Labor Economics,4.0
Financial Research,Development Research,4.0
"Dynamics, Logics and Inference for biological Systems and Sequences",Data and Knowledge Management,2.0
Scientific Sciences,Pharmacy,4.0
Respiratory Medicine,Public Health,24.0
Respiratory Medicine,"Dermatology, Venereology, Wound Healing",16.0
Respiratory Medicine,Biomedical Sciences,8.0
Respiratory Medicine,"Internal Medicine, Endocrinology",8.0
Respiratory Medicine,"Internal Medicine, Respiratory Medicine",2.0
Respiratory Medicine,Hematology,40.0
Respiratory Medicine,Medical,10.0
Respiratory Medicine,Thyroid and Hernia Surgery,10.0
Respiratory Medicine,Emergency and Critical Care Medicine,10.0
Respiratory Medicine,Basic Medical Sciences,16.0
Respiratory Medicine,Respiratory Health and Multimorbidity,8.0
Respiratory Medicine,Automation,16.0
Respiratory Medicine,Occupational Disease Precaution,4.0
Respiratory Medicine,Medicine,4.0
Respiratory Medicine,Electronics and Control Engineering,4.0
Respiratory Medicine,Respiratory,4.0
Respiratory Medicine,Internal Medicine,4.0
Respiratory Medicine,"Artificial Intelligence, Optics and Electronics",4.0
Respiratory Medicine,Mechanical Engineering,4.0
Respiratory Medicine,Translational Research,4.0
Respiratory Medicine,Lung Cancer Translational Research,4.0
Respiratory Medicine,Biomedical Research,4.0
Respiratory Medicine,Plastic Surgery,8.0
Respiratory Medicine,Common Mechanism Research for Major Diseases,8.0
Respiratory Medicine,Clinical Medicine,6.0
Computational Data Science and Engineering,Applied Science and Technology,4.0
Computational Data Science and Engineering,Geomatics,2.0
Socioeconomics and Human Resource Management,Economics,4.0
Medical Informatics and Knowledge Engineering in e-Health,Language Sciences and Technologies,6.0
Clinical Sciences and Community Health,Pediatrics,2.0
Clinical Sciences and Community Health,Respiratory Diseases,4.0
Clinical Sciences and Community Health,Medicine,4.0
Clinical Sciences and Community Health,Pulmonology,4.0
Clinical Sciences and Community Health,Cystic Fibrosis,4.0
Clinical Sciences and Community Health,Pathophysiology and Transplantation,4.0
Clinical Sciences and Community Health,Intensive Care,20.0
Clinical Sciences and Community Health,Health Sciences,4.0
Clinical Sciences and Community Health,Anesthesia and Intensive Care,2.0
Clinical Sciences and Community Health,Mathematical Modelling and Artificial Intelligence,2.0
Clinical Sciences and Community Health,Health Technologies,2.0
Clinical Sciences and Community Health,Anesthesiology and Critical Care Medicine,2.0
Health Policy & Management,Learning Health Sciences,8.0
Health Policy & Management,Health Sciences Library,2.0
Health Policy & Management,Epidemiology,2.0
Science and Engineering; Marine and Environmental Studies,Teacher Education,98.0
Community-Oriented Medical Education,Medical Education,52.0
Community-Oriented Medical Education,Health Professional Development,20.0
Community-Oriented Medical Education,Artificial Intelligence Medicine,4.0
Community-Oriented Medical Education,General Medicine,216.0
Community-Oriented Medical Education,Diagnostic and Generalist Medicine,24.0
Community-Oriented Medical Education,Clinical Education,24.0
Community-Oriented Medical Education,General Medicine and Emergency Care,12.0
Community-Oriented Medical Education,Preventive Medical Sciences,24.0
Community-Oriented Medical Education,Internal Medicine,72.0
Community-Oriented Medical Education,General Internal Medicine,24.0
Community-Oriented Medical Education,Hospital medicine,12.0
Community-Oriented Medical Education,Molecular and Human Genetics,24.0
Community-Oriented Medical Education,Neurology,24.0
Community-Oriented Medical Education,Clinical Epidemiology and Health Economics,24.0
Community-Oriented Medical Education,Medical Career Support Center,24.0
Community-Oriented Medical Education,Emergency and General Medicine,24.0
Community-Oriented Medical Education,Teaching Hospitals,12.0
Management & Commerce,Engineering & Technology,4.0
"Neuroinformation, Life Science and Technology",Automation,10.0
"Neuroinformation, Life Science and Technology",Computing,8.0
"Neuroinformation, Life Science and Technology",Computer Science,4.0
"Neuroinformation, Life Science and Technology",Radiology,4.0
"Neuroinformation, Life Science and Technology",Computer Science and Engineering,2.0
"Neuroinformation, Life Science and Technology",Research and Development,2.0
"Neuroinformation, Life Science and Technology",Biomedical Engineering,2.0
"Neuroinformation, Life Science and Technology",Clinical Research and Trial,2.0
Automotive Test Center,Energy and Power Engineering,4.0
Automotive Test Center,Combustion Technology,6.0
Automotive Test Center,Power Machinery,2.0
Automotive Test Center,Multiphase Flow in Power Engineering,2.0
Criminology,Information Technology and Cyber Security,6.0
Ecoscience,Industrial Engineering and Management,2.0
Ecoscience,Green Process and Engineering,2.0
Ecoscience,Systems Engineering,2.0
Ecoscience,Engineering,2.0
Electronics & Communication Engineering,CSE,2.0
Electronics & Communication Engineering,Computer Science and Engineering,2.0
Electronics & Communication Engineering,Computer Science & Engineering,6.0
Electronics & Communication Engineering,Computer Engineering,8.0
Computer Engineering and Interdisciplinary Major of Maritime AI Convergence,Control & Automation Engineering,2.0
Biomedical Imaging,Radiology,20.0
Biomedical Imaging,Gastrointestinal Oncology,80.0
Biomedical Imaging,Data Science,40.0
Biomedical Imaging,Big Data Analysis and Applications,10.0
Biomedical Imaging,Computing and Digital Economy,26.0
Biomedical Imaging,Mathematical Research,10.0
Biomedical Imaging,Machine Learning Research,10.0
Biomedical Imaging,Computer Science and Technology,12.0
Biomedical Imaging,E-Government Modeling Simulation,12.0
Biomedical Imaging,Neurology,14.0
Biomedical Imaging,Psychiatry,2.0
Biomedical Imaging,Psychology,4.0
Biomedical Imaging,Alzheimer's Disease Research Center,2.0
"Endocrinology, Diabetes and Metabolism",Biomedical Sciences,16.0
"Endocrinology, Diabetes and Metabolism",Internal Medicine and Hepatology,12.0
"Endocrinology, Diabetes and Metabolism",Pathophysiology and Transplantation,6.0
"Endocrinology, Diabetes and Metabolism",Internal Medicine and Metabolic Disease,4.0
"Endocrinology, Diabetes and Metabolism",Gastroenterology and Hepatology,16.0
"Endocrinology, Diabetes and Metabolism",Medical and Surgical Sciences,18.0
"Endocrinology, Diabetes and Metabolism","Internal Medicine, Medical and Surgical Sciences",2.0
"Endocrinology, Diabetes and Metabolism",Medicine,14.0
"Endocrinology, Diabetes and Metabolism",Transfusion Medicine,6.0
"Endocrinology, Diabetes and Metabolism",Translational Medicine,4.0
"Endocrinology, Diabetes and Metabolism",Gastroenterology and Digestive Endoscopy,4.0
"Endocrinology, Diabetes and Metabolism",Child and Adolescent Psychiatry,2.0
"Endocrinology, Diabetes and Metabolism",Hematology and Hematologic Malignancies,2.0
"Endocrinology, Diabetes and Metabolism",Internal Medicine,6.0
Strategic and International Management,Business School,2.0
Education & Arts,Education,2.0
Police and Criminal Justice,Information and Communication Engineering,4.0
Police and Criminal Justice,Forensic Science,2.0
Musculoskeletal Services,Orthopaedics and Trauma Surgery,6.0
Musculoskeletal Services,Orthopaedic Surgery,10.0
Musculoskeletal Services,Medicine,2.0
Musculoskeletal Services,Medicine and Dentistry,2.0
Musculoskeletal Services,Hand and Peripheral Nerve Surgery,2.0
Musculoskeletal Services,Medicine and Health,2.0
Human Factors and Technology Management,"Industrial Engineering, Human Factors and Technology Management",2.0
Human Factors and Technology Management,"Optronics, System Technologies, Image Exploitation",6.0
Human Factors and Technology Management,Industrial Engineering,2.0
Modern Management Information and Technology,Software Engineering,6.0
Digital Society,Mathematical Modeling and Machine Learning,8.0
Human Resources & Organizational Behavior,Operations and Management Sciences,4.0
Human Resources & Organizational Behavior,Management & Organizational Studies,4.0
Human Resources & Organizational Behavior,Business School,32.0
Human Resources & Organizational Behavior,Business,12.0
Human Resources & Organizational Behavior,Human Resource Studies,8.0
Human Resources & Organizational Behavior,Data Futures,4.0
Human Resources & Organizational Behavior,Governance,4.0
Human Resources & Organizational Behavior,Strategy & International Business,4.0
Human Resources & Organizational Behavior,Operations and Information Management,4.0
Human Resources & Organizational Behavior,Organizational Science,8.0
Human Resources & Organizational Behavior,Management,4.0
Economic Research,Policy and Government,4.0
Economic Research,Economic Sciences,2.0
Economic Research,Business,2.0
Economic Research,Finance,2.0
Economic Research,Environmental Sciences,2.0
Economic Research,Geography,2.0
Economic Research,Banking and Finance,6.0
Software Development and Engineering,Computer Science,24.0
Software Development and Engineering,Mathematics,10.0
Software Development and Engineering,Theatre Arts,6.0
Software Development and Engineering,Philosophy,6.0
Maternal and Child Healthcare,Information and Communication,8.0
Pharmacotechnology,Neuroscience,8.0
Pharmacotechnology,Biomedical Research and Innovation,8.0
Palliative and Advanced Illness Research,Emergency Medicine,6.0
Disaster Studies,Computer Science and Engineering,8.0
Disaster Studies,Energy and Environment,4.0
Disaster Studies,Computer Science,4.0
Disaster Studies,Civil Engineering,4.0
Disaster Studies,Chemistry,4.0
Disaster Studies,Public Health and Community Medicine,4.0
Materials and Human Environmental Sciences,Medical Informatics,2.0
Materials and Human Environmental Sciences,Clinical Engineering,2.0
Food Science,Internet of Things Engineering,16.0
Food Science,Food Synthetic Biotechnology,8.0
Food Science,Biotechnology,8.0
Policy Science,Psychology,2.0
Policy Science,Interdisciplinary Research,2.0
Policy Science,Speech and Language,2.0
Policy Science,Informatics,2.0
Reasoning,Legal Innovation,2.0
Neuro-Urology,Urology,24.0
Neuro-Urology,Minimally Invasive and Robotic Urologic Surgery,12.0
Neuro-Urology,Gynecological Surgery,4.0
Neuro-Urology,Rehabilitative Medicine,4.0
Humanities and Cultural Heritage,Enterprise Engineering,2.0
Evidence Based Medicine and Knowledge Translation,Health Policy and Management,42.0
Evidence Based Medicine and Knowledge Translation,Public Health,42.0
Evidence Based Medicine and Knowledge Translation,Nursing,18.0
Evidence Based Medicine and Knowledge Translation,Basic Medical Sciences,42.0
Evidence Based Medicine and Knowledge Translation,"Health Research Methods, Evidence, and Impact",18.0
Evidence Based Medicine and Knowledge Translation,Global Health,6.0
Health Policy and Management; General Internal Medicine and Health Services Research,Medicine,6.0
Health Policy and Management; General Internal Medicine and Health Services Research,Emergency Medicine,2.0
Health Policy and Management; General Internal Medicine and Health Services Research,Emergency and Critical Care Medicine,4.0
Health Policy and Management; General Internal Medicine and Health Services Research,General Internal Medicine,2.0
Health Policy and Management; General Internal Medicine and Health Services Research,Emergency Life-Saving Technique,2.0
Affective Systems and Cognition Lab,Design,4.0
Affective Systems and Cognition Lab,Computer Science,4.0
Affective Systems and Cognition Lab,Interdisciplinary Studies,2.0
Affective Systems and Cognition Lab,Science and Technology,2.0
Communications & Electronics,Digital Communications,8.0
Geoinformation and Big Data,Geography,4.0
Technical Communication and User Experience,Computer Engineering,4.0
"Library, Information, and Media Science",Comprehensive Human Sciences,2.0
Drug Evaluation,Pharmacy,84.0
"Emergency and Acute Medicine, Health Services Research in Emergency Medicine","Ergonomics, Psychology",8.0
"Emergency and Acute Medicine, Health Services Research in Emergency Medicine",General Practice and Family Medicine,2.0
Management Systems,Informatics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Computational Health Sciences,4.0
"Pulmonary, Critical Care and Sleep Medicine",Cancer Center,2.0
"Pulmonary, Critical Care and Sleep Medicine",Computer Science and Artificial Intelligence,4.0
"Pulmonary, Critical Care and Sleep Medicine",Computer Science,6.0
"Pulmonary, Critical Care and Sleep Medicine",Law,2.0
"Pulmonary, Critical Care and Sleep Medicine",General Internal Medicine,6.0
"Pulmonary, Critical Care and Sleep Medicine",Biostatistics,8.0
"Pulmonary, Critical Care and Sleep Medicine",Computational Physiology,20.0
"Pulmonary, Critical Care and Sleep Medicine",Radiology,4.0
"Pulmonary, Critical Care and Sleep Medicine",Linguistics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Health Policy and Management,4.0
"Pulmonary, Critical Care and Sleep Medicine",Pulmonary and Critical Care Medicine,2.0
"Pulmonary, Critical Care and Sleep Medicine",Medical School,4.0
"Pulmonary, Critical Care and Sleep Medicine",Genetics and Genomics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Pharmacy,2.0
"Pulmonary, Critical Care and Sleep Medicine",Health Sciences,2.0
"Pulmonary, Critical Care and Sleep Medicine",Endocrinology and Metabolism,6.0
"Pulmonary, Critical Care and Sleep Medicine",Pharmacogenomics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Medical Genomics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Health,2.0
"Pulmonary, Critical Care and Sleep Medicine",Global Health and Health Security,2.0
"Pulmonary, Critical Care and Sleep Medicine",Population Health,4.0
"Pulmonary, Critical Care and Sleep Medicine",Dermatology,8.0
"Pulmonary, Critical Care and Sleep Medicine",Clinical Medicine,2.0
"Pulmonary, Critical Care and Sleep Medicine",Biomedical Informatics,6.0
"Pulmonary, Critical Care and Sleep Medicine",Health Information and Technology,4.0
"Pulmonary, Critical Care and Sleep Medicine",Medical Informatics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Internal Medicine,12.0
"Pulmonary, Critical Care and Sleep Medicine",Critical Care,2.0
"Pulmonary, Critical Care and Sleep Medicine",Medicine,4.0
"Pulmonary, Critical Care and Sleep Medicine",Artificial Intelligence in Medicine,4.0
"Pulmonary, Critical Care and Sleep Medicine",Radiation Oncology,6.0
"Pulmonary, Critical Care and Sleep Medicine",Artificial Intelligence,2.0
"Pulmonary, Critical Care and Sleep Medicine",Urology,2.0
"Pulmonary, Critical Care and Sleep Medicine",Biomedical Data Science,2.0
"Pulmonary, Critical Care and Sleep Medicine",Cognitive Science,4.0
"Pulmonary, Critical Care and Sleep Medicine",Medicine and Dentistry,2.0
"Pulmonary, Critical Care and Sleep Medicine",Health Informatics,4.0
"Pulmonary, Critical Care and Sleep Medicine",Telematics,2.0
"Pulmonary, Critical Care and Sleep Medicine",Statistics in Medicine,2.0
"Pulmonary, Critical Care and Sleep Medicine","Orthopaedics, Rheumatology, Musculoskeletal Sciences",2.0
"Pulmonary, Critical Care and Sleep Medicine",Health Sciences and Primary Care,2.0
Human Centered Design,Computer Science,2.0
Human Centered Design,Mechanical and Aerospace Engineering,2.0
Clinical Pharmacology and Toxicology,"Psychopharmacology, Drug Misuse & Novel Psychoactive Substances Research Unit",16.0
Clinical Pharmacology and Toxicology,Drug and Health Sciences,2.0
Clinical Pharmacology and Toxicology,Pharmacy,2.0
Orthodontics and Dentofacial Orthopaedics,Periodontology,4.0
Orthodontics and Dentofacial Orthopaedics,Dental Health,2.0
Orthodontics and Dentofacial Orthopaedics,Oral and Maxillofacial Surgery,2.0
Orthodontics and Dentofacial Orthopaedics,Prosthodontics,2.0
Education Program Design,Pathology and Laboratory Medicine,4.0
Education Program Design,Pathology,10.0
Education Program Design,"Pathology, Chemical and Biological Engineering",2.0
Education Program Design,Computational Pathology and AI,2.0
Continuing Education,Library,10.0
Continuing Education,Emotional Intelligence,2.0
Continuing Education,Education,6.0
Continuing Education,Psychology,2.0
Mathematics and Computer Science,Computer Science and Information Technology,10.0
Mathematics and Computer Science,Chemistry,4.0
Mathematics and Computer Science,Computer Science,66.0
Mathematics and Computer Science,AI,4.0
Mathematics and Computer Science,Mathematics,10.0
Mathematics and Computer Science,Cognitive Science,4.0
Mathematics and Computer Science,Informatics,6.0
Mathematics and Computer Science,Radiology,34.0
Mathematics and Computer Science,Medical Image Computing,12.0
